,path,Total,Total Entity,B Entity
2029,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
2030,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2031,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2032,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'compound', 'nummod']",1,0,0
2033,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
2034,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
2035,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2036,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2037,"['root', 'dative', 'pobj', 'relcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'nummod']",1,0,0
2038,"['root', 'nmod', 'compound']",1,1,1
2039,"['root', 'relcl', 'aux']",1,0,0
2040,"['root', 'relcl']",1,0,0
2041,"['root', 'relcl', 'auxpass']",1,0,0
2042,"['root', 'relcl', 'prep']",1,0,0
2043,"['root', 'relcl', 'prep', 'prep']",4,0,0
2044,"['root', 'relcl', 'prep', 'prep', 'pobj', 'det']",4,0,0
2045,"['root', 'relcl', 'prep', 'prep', 'pobj']",2,0,0
2046,"['root', 'relcl', 'prep', 'prep', 'pobj', 'amod']",1,0,0
2047,"['root', 'relcl', 'prep', 'prep', 'pobj', 'prep', 'pobj']",2,0,0
2048,"['root', 'relcl', 'prep', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2049,"['root', 'relcl', 'prep', 'prep', 'pobj', 'cc', 'advmod']",1,0,0
2050,"['root', 'relcl', 'prep', 'prep', 'pobj', 'conj', 'amod']",1,0,0
2051,"['root', 'relcl', 'prep', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'amod']",1,0,0
2052,"['root', 'ccomp', 'nsubj', 'compound', 'compound', 'compound', 'compound']",1,1,1
2053,"['root', 'ccomp', 'nsubj', 'compound', 'compound', 'compound']",1,1,0
2054,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'amod']",2,1,1
2055,"['root', 'ccomp', 'nsubj', 'appos', 'prep']",1,0,0
2056,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj', 'det']",1,0,0
2057,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj']",1,1,0
2058,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj', 'compound', 'compound']",1,1,1
2059,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj', 'compound']",2,2,0
2060,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj', 'punct']",2,0,0
2061,"['root', 'ccomp', 'nsubj', 'appos', 'prep', 'pobj', 'appos']",1,1,1
2062,"['root', 'ccomp', 'dobj', 'nummod', 'cc']",3,0,0
2063,"['root', 'ccomp', 'dobj', 'nummod', 'conj']",2,0,0
2064,"['root', 'conj', 'xcomp', 'dobj', 'amod']",2,0,0
2065,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'compound', 'amod']",1,1,1
2066,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'compound', 'compound']",2,0,0
2067,"['root', 'ccomp', 'dobj', 'prep', 'pobj', 'conj', 'amod']",1,0,0
2068,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'det']",4,0,0
2069,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'det']",1,0,0
2070,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'relcl', 'prep', 'pobj']",2,1,0
2071,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'compound']",1,1,1
2072,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'relcl', 'prep']",1,0,0
2073,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'aux']",1,0,0
2074,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'dobj', 'nmod', 'amod']",1,0,0
2075,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'dobj', 'nmod']",1,0,0
2076,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'dobj', 'amod']",1,0,0
2077,"['root', 'xcomp', 'xcomp']",1,0,0
2078,"['root', 'xcomp', 'xcomp', 'ccomp', 'nsubj', 'compound']",1,0,0
2079,"['root', 'xcomp', 'xcomp', 'ccomp', 'nsubj']",1,0,0
2080,"['root', 'xcomp', 'xcomp', 'ccomp']",1,0,0
2081,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep']",1,0,0
2082,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'amod']",1,0,0
2083,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj']",1,0,0
2084,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'cc']",1,0,0
2085,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'conj']",1,0,0
2086,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'nsubj']",1,0,0
2087,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl']",1,0,0
2088,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp', 'aux']",1,0,0
2089,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp']",1,0,0
2090,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp', 'auxpass']",1,0,0
2091,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp', 'advmod']",1,0,0
2092,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp', 'advcl']",1,0,0
2093,"['root', 'xcomp', 'xcomp', 'ccomp', 'prep', 'pobj', 'relcl', 'ccomp', 'advcl', 'dobj']",1,0,0
2094,"['root', 'csubj']",1,0,0
2095,"['root', 'csubj', 'dobj']",2,2,2
2096,"['root', 'csubj', 'prep']",4,0,0
2097,"['root', 'csubj', 'prep', 'pobj']",2,0,0
2098,"['root', 'csubj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2099,"['root', 'csubj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2100,"['root', 'csubj', 'prep', 'pobj', 'nummod']",1,0,0
2101,"['root', 'csubj', 'prep', 'pobj', 'compound', 'compound']",1,1,1
2102,"['root', 'csubj', 'prep', 'pobj', 'compound']",2,1,0
2103,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'acl']",1,0,0
2104,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'prep']",3,0,0
2105,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'prep', 'pobj']",1,0,0
2106,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'prep', 'pcomp']",1,0,0
2107,"['root', 'attr', 'prep', 'pobj', 'prep', 'pobj', 'acl', 'prep', 'pcomp', 'dobj']",1,1,1
2108,"['root', 'det']",4,1,1
2109,"['root', 'conj', 'nsubj', 'compound', 'amod']",2,0,0
2110,"['root', 'dep', 'compound', 'compound']",1,0,0
2111,"['root', 'npadvmod', 'compound', 'compound']",2,2,1
2112,"['root', 'prep', 'pcomp', 'dobj', 'amod', 'amod']",1,1,1
2113,"['root', 'prep', 'pcomp', 'dobj', 'amod', 'punct']",1,1,0
2114,"['root', 'prep', 'pcomp', 'dobj', 'prep']",2,0,0
2115,"['root', 'prep', 'pcomp', 'dobj', 'prep', 'pobj']",2,1,1
2116,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep']",1,0,0
2117,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'det']",1,0,0
2118,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep', 'pobj']",1,0,0
2119,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'amod']",1,0,0
2120,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'nummod']",1,0,0
2121,"['root', 'attr', 'prep', 'pobj', 'relcl', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2122,"['root', 'dobj', 'prep', 'pobj', 'compound', 'compound']",1,0,0
2123,"['root', 'dobj', 'nmod', 'cc']",1,0,0
2124,"['root', 'dobj', 'nmod', 'conj']",1,0,0
2125,"['root', 'nsubj', 'acl']",4,0,0
2126,"['root', 'nsubj', 'acl', 'prep']",1,0,0
2127,"['root', 'nsubj', 'acl', 'prep', 'pobj']",1,1,1
2128,"['root', 'prep', 'pcomp', 'nsubjpass', 'nummod']",1,0,0
2129,"['root', 'prep', 'pcomp', 'nsubjpass']",2,1,0
2130,"['root', 'prep', 'pcomp', 'nsubjpass', 'amod']",1,0,0
2131,"['root', 'prep', 'pcomp', 'aux']",2,0,0
2132,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'amod']",2,0,0
2133,"['root', 'nsubjpass', 'prep', 'pobj', 'nummod']",1,0,0
2134,"['root', 'nsubjpass', 'prep', 'pobj', 'prep']",1,0,0
2135,"['root', 'nsubjpass', 'prep', 'pobj', 'prep', 'pobj']",2,0,0
2136,"['root', 'dobj', 'acl', 'mark']",1,0,0
2137,"['root', 'dobj', 'acl', 'nsubj', 'det']",1,0,0
2138,"['root', 'dobj', 'acl', 'nsubj']",1,0,0
2139,"['root', 'dobj', 'acl', 'nsubj', 'amod']",1,0,0
2140,"['root', 'dobj', 'acl', 'nsubj', 'compound']",1,1,1
2141,"['root', 'prep', 'pobj', 'poss', 'det']",1,0,0
2142,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'poss']",2,1,1
2143,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
2144,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
2145,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,1,0
2146,"['root', 'nsubj', 'acl', 'agent']",2,0,0
2147,"['root', 'nsubj', 'acl', 'agent', 'pobj']",2,0,0
2148,"['root', 'nsubj', 'acl', 'xcomp', 'aux']",1,0,0
2149,"['root', 'nsubj', 'acl', 'xcomp']",1,0,0
2150,"['root', 'nsubj', 'acl', 'xcomp', 'dobj']",1,0,0
2151,"['root', 'dobj', 'prep', 'pobj', 'appos', 'amod', 'npadvmod']",1,1,1
2152,"['root', 'dobj', 'prep', 'pobj', 'appos', 'prep', 'pobj', 'compound', 'compound']",1,1,1
2153,"['root', 'dobj', 'prep', 'pobj', 'appos', 'prep', 'pobj', 'compound']",1,1,0
2154,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'nsubjpass']",1,0,0
2155,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl']",1,0,0
2156,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'aux']",1,0,0
2157,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'auxpass']",1,0,0
2158,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'prep']",3,0,0
2159,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'prep', 'pobj', 'det']",1,0,0
2160,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'prep', 'pobj']",3,0,0
2161,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'prep', 'pobj', 'compound']",1,1,1
2162,"['root', 'dobj', 'prep', 'pobj', 'appos', 'relcl', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2163,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'det']",2,0,0
2164,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'punct']",2,0,0
2165,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'compound']",1,0,0
2166,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep']",1,0,0
2167,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj']",1,1,1
2168,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'cc']",1,0,0
2169,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj']",1,1,0
2170,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'compound']",1,1,1
2171,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep']",1,1,0
2172,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj', 'compound']",1,1,0
2173,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'prep', 'pobj']",1,1,0
2174,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'punct']",2,0,0
2175,"['root', 'dobj', 'acl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'conj', 'appos']",1,1,1
2176,"['root', 'npadvmod', 'appos', 'nummod']",1,0,0
2177,"['root', 'prep', 'pcomp', 'prt']",1,0,0
2178,"['root', 'prep', 'pcomp', 'dobj', 'prep', 'pobj', 'poss', 'det']",1,0,0
2179,"['root', 'prep', 'pcomp', 'dobj', 'prep', 'pobj', 'poss']",1,0,0
2180,"['root', 'prep', 'pcomp', 'dobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
2181,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
2182,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'prep', 'pobj']",1,1,0
2183,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'punct']",1,0,0
2184,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'acl']",1,0,0
2185,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'acl', 'agent']",1,0,0
2186,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'compound']",1,0,0
2187,"['root', 'prep', 'pcomp', 'prep', 'pobj', 'acl', 'agent', 'pobj']",1,0,0
2188,"['root', 'advcl', 'prep', 'pobj', 'prep', 'pobj', 'poss', 'case']",1,0,0
2189,"['root', 'advcl', 'prep', 'pobj', 'advmod']",1,0,0
2190,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj']",1,0,0
2191,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'amod']",2,0,0
2192,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'nmod', 'nmod']",1,1,1
2193,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'nmod']",1,1,1
2194,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'advmod']",1,0,0
2195,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'advmod', 'prep']",1,0,0
2196,"['root', 'advcl', 'prep', 'pobj', 'advmod', 'prep', 'pobj', 'advmod', 'prep', 'pobj']",1,0,0
2197,"['root', 'conj', 'cc']",1,0,0
2198,"['root', 'conj', 'conj', 'nsubj']",1,0,0
2199,"['root', 'conj', 'conj', 'nsubj', 'compound']",1,1,1
2200,"['root', 'conj', 'conj']",1,0,0
2201,"['root', 'conj', 'conj', 'dobj']",1,0,0
2202,"['root', 'conj', 'conj', 'dobj', 'prep']",1,0,0
2203,"['root', 'conj', 'conj', 'dobj', 'prep', 'pobj']",2,0,0
2204,"['root', 'conj', 'conj', 'dobj', 'prep', 'pobj', 'amod']",1,0,0
2205,"['root', 'conj', 'conj', 'advcl', 'aux']",1,0,0
2206,"['root', 'conj', 'conj', 'advcl']",1,0,0
2207,"['root', 'conj', 'conj', 'advcl', 'prep', 'advmod', 'advmod']",1,0,0
2208,"['root', 'conj', 'conj', 'advcl', 'prep', 'advmod']",1,0,0
2209,"['root', 'conj', 'conj', 'advcl', 'prep', 'pobj', 'amod']",1,0,0
2210,"['root', 'conj', 'conj', 'punct']",1,0,0
2211,"['root', 'dobj', 'npadvmod', 'amod']",1,0,0
2212,"['root', 'dobj', 'npadvmod']",1,0,0
2213,"['root', 'dobj', 'acl', 'prep', 'pobj', 'poss']",1,0,0
2214,"['root', 'dobj', 'acl', 'prep', 'pobj', 'amod', 'prep', 'pobj']",1,0,0
2215,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl']",1,0,0
2216,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent']",1,0,0
2217,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent', 'pobj']",1,0,0
2218,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'amod']",1,1,1
2219,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'prep', 'pobj']",1,0,0
2220,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'compound', 'compound']",1,0,0
2221,"['root', 'dobj', 'acl', 'prep', 'pobj', 'acl', 'agent', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
2222,"['root', 'prep', 'pobj', 'relcl', 'prep']",3,0,0
2223,"['root', 'prep', 'pobj', 'relcl', 'prep', 'cc']",1,0,0
2224,"['root', 'prep', 'pobj', 'relcl', 'prep', 'conj']",1,0,0
2225,"['root', 'prep', 'pobj', 'relcl', 'prep', 'conj', 'prep']",1,0,0
2226,"['root', 'prep', 'pobj', 'relcl', 'prep', 'conj', 'prep', 'pobj', 'amod']",1,0,0
2227,"['root', 'prep', 'pobj', 'relcl', 'prep', 'conj', 'prep', 'pobj']",1,0,0
2228,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'mark']",1,0,0
2229,"['root', 'prep', 'pobj', 'relcl', 'advcl']",1,0,0
2230,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'nsubj', 'det']",1,0,0
2231,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'nsubj']",1,0,0
2232,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'nsubj', 'compound', 'amod']",1,0,0
2233,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'nsubj', 'compound']",2,0,0
2234,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'nsubj', 'compound', 'compound']",1,0,0
2235,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'dobj', 'compound']",1,0,0
2236,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'dobj']",1,0,0
2237,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl']",1,0,0
2238,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'dobj', 'compound']",1,1,1
2239,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'dobj']",1,1,0
2240,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'advmod']",1,0,0
2241,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'advmod', 'prep', 'pobj', 'poss']",1,0,0
2242,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'advmod', 'prep', 'pobj']",1,0,0
2243,"['root', 'prep', 'pobj', 'relcl', 'advcl', 'advcl', 'advmod', 'prep', 'pobj', 'amod']",1,0,0
2244,"['root', 'advcl', 'ccomp', 'nsubj', 'compound']",2,0,0
2245,"['root', 'advcl', 'ccomp', 'prep', 'prep']",2,0,0
2246,"['root', 'advcl', 'ccomp', 'prep', 'prep', 'pobj']",1,0,0
2247,"['root', 'advcl', 'ccomp', 'prep', 'pobj', 'det']",1,0,0
2248,"['root', 'advcl', 'ccomp', 'prep', 'pobj', 'amod']",1,0,0
2249,"['root', 'advcl', 'ccomp', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2250,"['root', 'dobj', 'nummod', 'advmod']",1,0,0
2251,"['root', 'ccomp', 'acomp', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2252,"['root', 'ccomp', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,0,0
2253,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'cc']",1,1,0
2254,"['root', 'nsubj', 'appos', 'prep', 'pobj', 'conj']",1,1,0
2255,"['root', 'nsubj', 'cc']",1,0,0
2256,"['root', 'conj', 'npadvmod', 'nummod', 'advmod']",1,0,0
2257,"['root', 'conj', 'npadvmod', 'nummod']",1,0,0
2258,"['root', 'conj', 'prep', 'pobj', 'prep', 'pobj']",5,0,0
2259,"['root', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
2260,"['root', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
2261,"['root', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2262,"['root', 'ccomp', 'ccomp', 'nsubj', 'det']",1,0,0
2263,"['root', 'ccomp', 'ccomp', 'aux']",1,0,0
2264,"['root', 'ccomp', 'ccomp', 'npadvmod', 'nummod']",1,0,0
2265,"['root', 'ccomp', 'ccomp', 'npadvmod', 'prep']",1,0,0
2266,"['root', 'ccomp', 'ccomp', 'npadvmod', 'prep', 'pobj']",1,0,0
2267,"['root', 'ccomp', 'ccomp', 'advcl', 'mark']",1,0,0
2268,"['root', 'ccomp', 'ccomp', 'advcl']",1,0,0
2269,"['root', 'ccomp', 'ccomp', 'advcl', 'nsubj', 'compound', 'compound']",1,0,0
2270,"['root', 'ccomp', 'ccomp', 'advcl', 'nsubj', 'compound']",1,0,0
2271,"['root', 'ccomp', 'ccomp', 'advcl', 'nsubj']",1,0,0
2272,"['root', 'ccomp', 'dep']",1,0,0
2273,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep']",1,0,0
2274,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'det']",3,0,0
2275,"['root', 'ccomp', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']",2,1,1
2276,"['root', 'conj', 'nsubjpass', 'det']",4,0,0
2277,"['root', 'conj', 'nsubjpass']",1,0,0
2278,"['root', 'conj', 'auxpass']",1,0,0
2279,"['root', 'conj', 'prep', 'pobj', 'prep', 'pobj', 'nummod']",1,0,0
2280,"['root', 'conj', 'advcl', 'nsubj', 'prep']",1,0,0
2281,"['root', 'conj', 'advcl', 'nsubj', 'prep', 'pobj', 'poss']",1,0,0
2282,"['root', 'conj', 'advcl', 'nsubj', 'prep', 'pobj']",1,0,0
2283,"['root', 'conj', 'advcl', 'nsubj', 'prep', 'pobj', 'poss', 'case']",1,0,0
2284,"['root', 'conj', 'advcl', 'nsubj', 'prep', 'pobj', 'compound']",1,0,0
2285,"['root', 'conj', 'advcl', 'nsubj', 'conj', 'det']",1,0,0
2286,"['root', 'conj', 'advcl', 'nsubj', 'conj']",1,0,0
2287,"['root', 'conj', 'advcl', 'nsubj', 'conj', 'amod']",1,0,0
2288,"['root', 'conj', 'advcl', 'nsubj', 'conj', 'compound']",1,1,1
2289,"['root', 'conj', 'advcl', 'conj']",1,0,0
2290,"['root', 'conj', 'advcl', 'conj', 'dobj', 'amod']",1,1,1
2291,"['root', 'conj', 'advcl', 'conj', 'dobj']",1,0,0
2292,"['root', 'nsubj', 'relcl', 'prep']",2,0,0
2293,"['root', 'nsubj', 'relcl', 'prep', 'pobj']",3,0,0
2294,"['root', 'nsubj', 'relcl', 'prep', 'pcomp']",1,0,0
2295,"['root', 'nsubj', 'relcl', 'prep', 'pobj', 'prep']",1,0,0
2296,"['root', 'nsubj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'det']",2,0,0
2297,"['root', 'nsubj', 'relcl', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2298,"['root', 'nsubj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,1,1
2299,"['root', 'nsubj', 'relcl', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,1,1
2300,"['root', 'conj', 'advcl', 'aux']",2,0,0
2301,"['root', 'conj', 'advcl', 'advmod', 'prep', 'pobj']",1,0,0
2302,"['root', 'conj', 'advcl', 'advmod', 'prep', 'pobj', 'poss', 'case']",1,0,0
2303,"['root', 'ccomp', 'prep', 'pobj', 'npadvmod', 'amod']",1,0,0
2304,"['root', 'ccomp', 'prep', 'pobj', 'npadvmod']",1,0,0
2305,"['root', 'attr', 'acl']",1,0,0
2306,"['root', 'attr', 'acl', 'prep']",1,0,0
2307,"['root', 'attr', 'acl', 'prep', 'pobj']",1,0,0
2308,"['root', 'prep', 'pobj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
2309,"['root', 'xcomp', 'dobj', 'det']",1,0,0
2310,"['root', 'xcomp', 'dobj', 'amod']",1,0,0
2311,"['root', 'advcl', 'nsubj', 'prep', 'pobj', 'det']",2,0,0
2312,"['root', 'advcl', 'nsubj', 'prep', 'pobj', 'compound', 'amod']",1,0,0
2313,"['root', 'advcl', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'amod']",1,1,1
2314,"['root', 'advcl', 'nsubj', 'prep', 'pobj', 'prep', 'pobj']",1,0,0
2315,"['root', 'advcl', 'nsubj', 'prep', 'pobj', 'prep', 'pobj', 'compound']",1,0,0
2316,"['root', 'prep', 'pobj', 'amod', 'prep']",1,0,0
2317,"['root', 'prep', 'pobj', 'amod', 'prep', 'pobj', 'nummod']",1,0,0
2318,"['root', 'prep', 'pobj', 'amod', 'prep', 'pobj']",1,0,0
2319,"['root', 'agent', 'pobj', 'poss', 'det']",1,0,0
2320,"['root', 'agent', 'pobj', 'poss']",1,0,0
2321,"['root', 'agent', 'pobj', 'poss', 'case']",2,0,0
2322,"['root', 'agent', 'pobj', 'prep']",1,0,0
2323,"['root', 'agent', 'pobj', 'prep', 'pobj', 'amod']",1,1,1
2324,"['root', 'agent', 'pobj', 'prep', 'pobj']",1,0,0
2325,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'amod']",1,0,0
2326,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'amod', 'cc']",1,0,0
2327,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'amod', 'conj']",1,0,0
2328,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'appos', 'punct']",1,0,0
2329,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'appos']",1,1,1
2330,"['root', 'prep', 'pobj', 'prep', 'pobj', 'nmod', 'punct']",1,0,0
2331,"['root', 'prep', 'pobj', 'conj', 'nummod']",1,0,0
2332,"['root', 'prep', 'prep', 'pobj', 'conj', 'nummod']",1,0,0
